TrialNumber,Cue,FaceCategory,FaceExemplar,SceneCategory,SceneExemplar,ITI,TestPresence,FaceChange,SceneChange,Response,ReactionTime
44,2,1,62,2,7,7,0,NaN,NaN,NaN,NaN
45,1,4,20,2,62,5,0,NaN,NaN,NaN,NaN
46,1,3,42,1,35,4,1,50,35,NaN,NaN
47,1,2,1,2,31,4,1,1,10,NaN,NaN
48,2,4,32,1,31,6,1,9,4,NaN,NaN
49,2,2,10,2,22,7,1,79,67,NaN,NaN
50,2,4,9,4,1,7,1,35,1,NaN,NaN
51,2,3,39,3,29,6,0,NaN,NaN,NaN,NaN
52,2,3,26,1,65,7,1,26,65,NaN,NaN
53,2,2,92,4,7,6,0,NaN,NaN,NaN,NaN
54,1,3,83,2,23,4,1,65,14,NaN,NaN
55,2,4,90,2,48,6,0,NaN,NaN,NaN,NaN
56,1,2,45,3,22,4,1,45,26,NaN,NaN
57,1,1,58,2,10,5,0,NaN,NaN,NaN,NaN
58,2,1,83,3,38,7,1,83,38,NaN,NaN
59,2,1,23,1,42,6,0,NaN,NaN,NaN,NaN
60,1,4,92,1,48,4,1,92,17,NaN,NaN
61,1,3,28,4,52,5,0,NaN,NaN,NaN,NaN
62,1,4,67,3,40,5,0,NaN,NaN,NaN,NaN
63,1,1,82,4,2,4,1,72,2,NaN,NaN
64,1,2,71,1,10,5,0,NaN,NaN,NaN,NaN
65,2,3,42,2,31,5,0,NaN,NaN,NaN,NaN
66,1,4,92,4,2,7,0,NaN,NaN,NaN,NaN
67,1,3,28,3,40,6,1,28,40,NaN,NaN
68,1,2,45,2,23,7,0,NaN,NaN,NaN,NaN
69,2,2,20,1,20,4,1,20,20,NaN,NaN
70,2,4,20,3,35,4,1,5,30,NaN,NaN
71,2,4,41,1,35,5,0,NaN,NaN,NaN,NaN
72,2,1,48,2,62,4,1,48,33,NaN,NaN
73,2,1,20,4,31,5,0,NaN,NaN,NaN,NaN
74,1,3,83,1,48,7,0,NaN,NaN,NaN,NaN
75,1,4,67,2,10,6,1,6,10,NaN,NaN
76,1,2,71,4,52,6,1,79,52,NaN,NaN
77,1,1,82,3,22,7,0,NaN,NaN,NaN,NaN
78,2,2,1,3,45,5,0,NaN,NaN,NaN,NaN
79,2,3,70,4,3,4,1,70,61,NaN,NaN
80,1,1,58,1,10,6,1,74,5,NaN,NaN
81,1,1,83,4,1,6,0,NaN,NaN,NaN,NaN
82,1,1,23,2,48,7,1,23,64,NaN,NaN
83,2,3,46,3,58,4,1,46,58,NaN,NaN
84,2,1,21,3,4,5,0,NaN,NaN,NaN,NaN
85,2,2,16,2,27,5,0,NaN,NaN,NaN,NaN
86,2,3,12,1,31,5,0,NaN,NaN,NaN,NaN
87,1,3,39,4,7,7,1,63,11,NaN,NaN
88,1,4,9,1,65,6,0,NaN,NaN,NaN,NaN
89,1,4,90,3,29,7,1,36,49,NaN,NaN
90,1,3,26,2,22,6,0,NaN,NaN,NaN,NaN
91,2,4,32,4,43,5,0,NaN,NaN,NaN,NaN
92,1,2,10,3,38,6,0,NaN,NaN,NaN,NaN
93,2,2,2,4,12,4,1,2,12,NaN,NaN
94,2,4,76,2,7,4,1,5,7,NaN,NaN
95,2,1,62,1,44,4,1,62,44,NaN,NaN
96,1,2,92,1,42,7,1,54,19,NaN,NaN
97,2,3,26,4,1,5,1,47,33,NaN,NaN
98,1,3,12,3,4,7,1,79,35,NaN,NaN
99,1,1,21,1,31,7,1,21,31,NaN,NaN
100,1,2,16,4,43,7,1,11,43,NaN,NaN
101,2,1,83,2,22,5,1,83,22,NaN,NaN
102,1,1,62,3,58,6,0,NaN,NaN,NaN,NaN
103,1,3,46,1,44,6,0,NaN,NaN,NaN,NaN
104,2,1,23,4,7,4,0,NaN,NaN,NaN,NaN
105,2,2,10,1,65,5,1,73,50,NaN,NaN
106,1,4,76,4,12,6,0,NaN,NaN,NaN,NaN
107,2,4,90,1,42,4,0,NaN,NaN,NaN,NaN
108,1,2,2,2,7,6,0,NaN,NaN,NaN,NaN
109,2,4,9,3,38,5,1,9,28,NaN,NaN
110,2,3,39,2,48,4,0,NaN,NaN,NaN,NaN
111,2,2,92,3,29,4,0,NaN,NaN,NaN,NaN
112,1,4,32,2,27,7,1,32,27,NaN,NaN
113,2,2,71,2,10,4,0,NaN,NaN,NaN,NaN
114,1,4,41,3,45,6,1,41,45,NaN,NaN
115,2,3,28,1,10,4,0,NaN,NaN,NaN,NaN
116,2,3,83,3,22,5,1,83,22,NaN,NaN
117,2,4,67,4,52,4,0,NaN,NaN,NaN,NaN
118,1,2,20,3,35,7,0,NaN,NaN,NaN,NaN
119,2,4,92,2,23,5,1,80,40,NaN,NaN
120,1,4,20,1,20,7,0,NaN,NaN,NaN,NaN
121,1,2,1,1,35,6,1,51,35,NaN,NaN
122,1,3,70,2,62,7,0,NaN,NaN,NaN,NaN
123,2,1,58,3,40,4,0,NaN,NaN,NaN,NaN
124,1,3,42,4,31,6,1,51,31,NaN,NaN
125,2,1,82,1,48,5,1,82,15,NaN,NaN
126,2,2,45,4,2,5,1,45,36,NaN,NaN
127,1,1,20,2,31,6,1,69,15,NaN,NaN
128,1,1,48,4,3,7,0,NaN,NaN,NaN,NaN
129,2,4,9,2,22,5,1,9,22,NaN,NaN
130,1,2,71,3,40,4,0,NaN,NaN,NaN,NaN
131,1,4,67,1,10,4,0,NaN,NaN,NaN,NaN
132,2,2,10,4,1,5,1,52,1,NaN,NaN
133,2,3,39,1,42,6,0,NaN,NaN,NaN,NaN
134,1,2,45,1,48,7,1,45,48,NaN,NaN
135,2,3,26,3,38,5,1,39,27,NaN,NaN
136,2,1,23,3,29,6,0,NaN,NaN,NaN,NaN
137,2,4,90,4,7,6,0,NaN,NaN,NaN,NaN
138,1,3,83,4,2,7,1,83,68,NaN,NaN
139,1,1,58,4,52,4,0,NaN,NaN,NaN,NaN
140,2,2,92,2,48,6,0,NaN,NaN,NaN,NaN
141,1,4,92,3,22,7,1,91,22,NaN,NaN
142,2,1,83,1,65,5,1,83,32,NaN,NaN
143,1,1,82,2,23,7,1,6,1,NaN,NaN
144,1,3,28,2,10,4,0,NaN,NaN,NaN,NaN
145,1,4,41,2,31,4,1,42,35,NaN,NaN
146,1,3,70,1,20,7,0,NaN,NaN,NaN,NaN
147,1,1,20,1,35,4,1,41,20,NaN,NaN
148,2,4,76,1,44,6,0,NaN,NaN,NaN,NaN
149,2,2,2,3,58,6,0,NaN,NaN,NaN,NaN
150,1,3,42,3,45,4,1,42,45,NaN,NaN
151,2,1,62,4,12,6,0,NaN,NaN,NaN,NaN
152,1,2,20,2,62,7,0,NaN,NaN,NaN,NaN
153,2,2,16,1,31,5,1,16,31,NaN,NaN
154,1,2,1,4,31,4,1,1,31,NaN,NaN
155,1,1,48,3,35,7,0,NaN,NaN,NaN,NaN
156,1,4,20,4,3,7,0,NaN,NaN,NaN,NaN
157,2,1,21,2,27,5,1,32,27,NaN,NaN
158,2,3,12,4,43,5,1,12,36,NaN,NaN
159,2,3,46,2,7,6,0,NaN,NaN,NaN,NaN
160,2,4,32,3,4,5,1,92,16,NaN,NaN
161,1,2,16,3,4,7,0,NaN,NaN,NaN,NaN
162,2,3,70,3,35,6,1,70,27,NaN,NaN
163,2,4,20,2,62,6,1,34,62,NaN,NaN
164,2,3,42,1,35,5,0,NaN,NaN,NaN,NaN
165,2,1,20,3,45,5,0,NaN,NaN,NaN,NaN
166,1,1,62,2,7,4,1,3,7,NaN,NaN
167,1,4,32,1,31,7,0,NaN,NaN,NaN,NaN
168,1,1,21,4,43,7,0,NaN,NaN,NaN,NaN
169,1,3,46,4,12,4,1,46,67,NaN,NaN
170,1,4,76,3,58,4,1,47,58,NaN,NaN
171,2,4,41,4,31,5,0,NaN,NaN,NaN,NaN
172,2,2,1,2,31,5,0,NaN,NaN,NaN,NaN
173,2,1,48,1,20,6,1,48,20,NaN,NaN
174,1,2,2,1,44,4,1,2,34,NaN,NaN
175,1,3,12,2,27,7,0,NaN,NaN,NaN,NaN
176,2,2,20,4,3,6,1,70,31,NaN,NaN
177,2,2,45,3,22,5,0,NaN,NaN,NaN,NaN
178,1,1,23,1,42,7,1,23,22,NaN,NaN
179,1,3,26,1,65,4,0,NaN,NaN,NaN,NaN
180,2,4,92,1,48,5,0,NaN,NaN,NaN,NaN
181,2,4,67,3,40,6,1,67,40,NaN,NaN
182,1,2,92,4,7,7,1,8,25,NaN,NaN
183,1,1,83,3,38,4,0,NaN,NaN,NaN,NaN
184,1,4,9,4,1,4,0,NaN,NaN,NaN,NaN
185,1,4,90,2,48,7,1,73,48,NaN,NaN
186,2,3,28,4,52,6,1,28,40,NaN,NaN
187,1,2,10,2,22,4,0,NaN,NaN,NaN,NaN
188,2,1,82,4,2,5,0,NaN,NaN,NaN,NaN
189,1,3,39,3,29,7,1,40,9,NaN,NaN
190,2,1,58,2,10,6,1,58,10,NaN,NaN
191,2,3,83,2,23,5,0,NaN,NaN,NaN,NaN
192,2,2,71,1,10,6,1,75,10,NaN,NaN
193,1,3,42,2,31,6,1,82,5,NaN,NaN
194,1,2,20,1,20,5,0,NaN,NaN,NaN,NaN
195,1,2,1,3,45,6,1,68,45,NaN,NaN
196,2,2,71,4,52,7,0,NaN,NaN,NaN,NaN
197,1,4,20,3,35,5,0,NaN,NaN,NaN,NaN
198,1,1,20,4,31,6,1,20,12,NaN,NaN
199,2,1,82,3,22,4,1,36,22,NaN,NaN
200,2,1,58,1,10,7,0,NaN,NaN,NaN,NaN
201,1,1,48,2,62,5,0,NaN,NaN,NaN,NaN
202,1,3,70,4,3,5,0,NaN,NaN,NaN,NaN
203,2,4,67,2,10,7,0,NaN,NaN,NaN,NaN
204,2,4,92,4,2,4,1,57,2,NaN,NaN
205,2,3,28,3,40,7,0,NaN,NaN,NaN,NaN
206,2,2,45,2,23,4,1,45,17,NaN,NaN
207,1,4,41,1,35,6,1,41,35,NaN,NaN
208,2,3,83,1,48,4,1,83,11,NaN,NaN
209,1,1,21,3,4,6,1,71,18,NaN,NaN
210,2,2,10,3,38,7,1,46,38,NaN,NaN
211,2,4,9,1,65,7,1,9,45,NaN,NaN
212,1,3,46,3,58,5,0,NaN,NaN,NaN,NaN
213,1,4,32,4,43,6,1,32,43,NaN,NaN
214,2,3,39,4,7,4,0,NaN,NaN,NaN,NaN
215,2,4,90,3,29,4,0,NaN,NaN,NaN,NaN
216,2,1,23,2,48,4,0,NaN,NaN,NaN,NaN
217,1,3,12,1,31,6,1,12,31,NaN,NaN
218,2,1,83,4,1,7,1,74,31,NaN,NaN
219,2,3,26,2,22,7,1,13,48,NaN,NaN
220,1,4,76,2,7,5,0,NaN,NaN,NaN,NaN
221,1,2,2,4,12,5,0,NaN,NaN,NaN,NaN
222,1,2,16,2,27,6,1,16,27,NaN,NaN
223,1,1,62,1,44,5,0,NaN,NaN,NaN,NaN
224,2,2,92,1,42,4,0,NaN,NaN,NaN,NaN
225,2,2,16,4,43,4,0,NaN,NaN,NaN,NaN
226,1,3,39,2,48,5,1,39,48,NaN,NaN
227,2,4,76,4,12,7,1,76,3,NaN,NaN
228,2,1,21,1,31,4,0,NaN,NaN,NaN,NaN
229,2,2,2,2,7,7,1,2,7,NaN,NaN
230,2,3,12,3,4,4,0,NaN,NaN,NaN,NaN
231,1,3,26,4,1,6,0,NaN,NaN,NaN,NaN
232,1,2,10,1,65,6,0,NaN,NaN,NaN,NaN
233,1,4,90,1,42,5,1,90,42,NaN,NaN
234,2,1,62,3,58,7,1,19,47,NaN,NaN
235,2,4,32,2,27,4,0,NaN,NaN,NaN,NaN
236,1,2,92,3,29,5,1,23,29,NaN,NaN
237,1,1,23,4,7,5,1,9,43,NaN,NaN
238,1,4,9,3,38,6,0,NaN,NaN,NaN,NaN
239,1,1,83,2,22,6,0,NaN,NaN,NaN,NaN
240,2,3,46,1,44,7,1,37,34,NaN,NaN
241,2,1,20,2,31,7,0,NaN,NaN,NaN,NaN
242,1,1,58,3,40,5,1,58,40,NaN,NaN
243,1,2,71,2,10,5,1,71,8,NaN,NaN
244,2,2,20,3,35,4,1,68,35,NaN,NaN
245,1,4,92,2,23,6,0,NaN,NaN,NaN,NaN
246,1,3,83,3,22,6,0,NaN,NaN,NaN,NaN
247,1,4,67,4,52,5,1,67,52,NaN,NaN
248,2,3,70,2,62,4,1,61,52,NaN,NaN
249,2,2,1,1,35,7,0,NaN,NaN,NaN,NaN
250,2,4,41,3,45,7,0,NaN,NaN,NaN,NaN
251,1,2,45,4,2,6,0,NaN,NaN,NaN,NaN
252,2,1,48,4,3,4,1,49,3,NaN,NaN
253,1,3,28,1,10,5,1,28,59,NaN,NaN
254,1,1,82,1,48,6,0,NaN,NaN,NaN,NaN
255,2,4,20,1,20,4,1,34,47,NaN,NaN
256,2,3,42,4,31,7,0,NaN,NaN,NaN,NaN
257,1,4,9,2,22,6,1,18,68,NaN,NaN
258,2,1,82,2,23,4,1,82,23,NaN,NaN
259,1,1,83,1,65,6,1,78,65,NaN,NaN
260,2,2,71,3,40,5,0,NaN,NaN,NaN,NaN
261,2,1,58,4,52,5,0,NaN,NaN,NaN,NaN
262,2,2,45,1,48,4,1,28,25,NaN,NaN
263,2,4,67,1,10,5,0,NaN,NaN,NaN,NaN
264,1,2,10,4,1,6,1,10,29,NaN,NaN
265,1,4,90,4,7,7,0,NaN,NaN,NaN,NaN
266,2,3,28,2,10,5,0,NaN,NaN,NaN,NaN
267,1,1,23,3,29,7,0,NaN,NaN,NaN,NaN
268,2,3,83,4,2,4,1,84,2,NaN,NaN
269,1,3,26,3,38,6,1,26,38,NaN,NaN
270,1,2,92,2,48,7,0,NaN,NaN,NaN,NaN
271,1,3,39,1,42,7,0,NaN,NaN,NaN,NaN
272,2,4,92,3,22,4,1,92,1,NaN,NaN
273,2,3,42,3,45,5,1,26,62,NaN,NaN
274,1,2,16,1,31,6,1,42,4,NaN,NaN
275,2,1,20,1,35,5,1,20,35,NaN,NaN
276,1,3,12,4,43,6,1,83,43,NaN,NaN
277,2,4,41,2,31,5,1,41,31,NaN,NaN
278,2,4,20,4,3,4,0,NaN,NaN,NaN,NaN
279,2,1,48,3,35,4,0,NaN,NaN,NaN,NaN
280,1,4,32,3,4,6,1,32,4,NaN,NaN
281,1,1,62,4,12,7,0,NaN,NaN,NaN,NaN
282,1,4,76,1,44,7,0,NaN,NaN,NaN,NaN
283,2,2,1,4,31,5,1,5,50,NaN,NaN
284,1,1,21,2,27,6,1,21,19,NaN,NaN
285,1,3,46,2,7,7,0,NaN,NaN,NaN,NaN
286,1,2,2,3,58,7,0,NaN,NaN,NaN,NaN
287,2,2,20,2,62,4,0,NaN,NaN,NaN,NaN
288,2,3,70,1,20,4,0,NaN,NaN,NaN,NaN
289,2,3,46,4,12,5,1,2,12,NaN,NaN
290,2,4,76,3,58,5,1,76,24,NaN,NaN
291,2,2,2,1,44,5,1,3,44,NaN,NaN
292,1,3,70,3,35,7,1,75,35,NaN,NaN
293,2,1,62,2,7,5,1,62,1,NaN,NaN
294,1,2,20,4,3,7,1,20,3,NaN,NaN
295,1,4,20,2,62,7,1,20,35,NaN,NaN
296,1,2,1,2,31,6,0,NaN,NaN,NaN,NaN
297,2,1,21,4,43,4,0,NaN,NaN,NaN,NaN
298,1,4,41,4,31,6,0,NaN,NaN,NaN,NaN
299,2,2,16,3,4,4,0,NaN,NaN,NaN,NaN
300,2,3,12,2,27,4,0,NaN,NaN,NaN,NaN
301,1,1,20,3,45,6,0,NaN,NaN,NaN,NaN
302,1,1,48,1,20,7,1,98,12,NaN,NaN
303,2,4,32,1,31,4,0,NaN,NaN,NaN,NaN
304,1,3,42,1,35,6,0,NaN,NaN,NaN,NaN
305,1,1,82,4,2,6,0,NaN,NaN,NaN,NaN
306,1,4,92,1,48,6,0,NaN,NaN,NaN,NaN
307,1,2,45,3,22,6,0,NaN,NaN,NaN,NaN
308,2,4,90,2,48,4,1,90,40,NaN,NaN
309,1,4,67,3,40,7,1,14,67,NaN,NaN
310,2,2,10,2,22,5,0,NaN,NaN,NaN,NaN
311,1,3,28,4,52,7,1,53,52,NaN,NaN
312,2,1,23,1,42,4,1,82,42,NaN,NaN
313,1,2,71,1,10,7,1,71,43,NaN,NaN
314,2,3,39,3,29,4,1,39,29,NaN,NaN
315,2,2,92,4,7,4,1,92,7,NaN,NaN
316,1,1,58,2,10,7,1,23,13,NaN,NaN
317,2,1,83,3,38,5,0,NaN,NaN,NaN,NaN
318,2,4,9,4,1,5,0,NaN,NaN,NaN,NaN
319,1,3,83,2,23,6,0,NaN,NaN,NaN,NaN
320,2,3,26,1,65,5,0,NaN,NaN,NaN,NaN
321,1,1,82,3,22,5,1,82,3,NaN,NaN
322,2,4,41,1,35,7,1,70,65,NaN,NaN
323,1,1,58,1,10,4,0,NaN,NaN,NaN,NaN
324,2,3,42,2,31,7,1,42,31,NaN,NaN
325,1,2,71,4,52,4,0,NaN,NaN,NaN,NaN
326,2,1,48,2,62,6,0,NaN,NaN,NaN,NaN
327,1,2,45,2,23,5,1,67,23,NaN,NaN
328,2,2,1,3,45,7,1,1,51,NaN,NaN
329,1,4,92,4,2,5,1,92,41,NaN,NaN
330,1,4,67,2,10,4,0,NaN,NaN,NaN,NaN
331,2,2,20,1,20,6,0,NaN,NaN,NaN,NaN
332,1,3,83,1,48,5,1,48,48,NaN,NaN
333,2,1,20,4,31,7,1,17,31,NaN,NaN
334,2,4,20,3,35,6,0,NaN,NaN,NaN,NaN
335,2,3,70,4,3,6,0,NaN,NaN,NaN,NaN
336,1,3,28,3,40,4,0,NaN,NaN,NaN,NaN
337,1,1,23,2,48,5,0,NaN,NaN,NaN,NaN
338,1,4,90,3,29,5,0,NaN,NaN,NaN,NaN
339,2,2,16,2,27,7,1,60,2,NaN,NaN
340,2,1,62,1,44,6,0,NaN,NaN,NaN,NaN
341,2,2,2,4,12,6,0,NaN,NaN,NaN,NaN
342,1,4,9,1,65,4,1,17,65,NaN,NaN
343,2,1,21,3,4,7,1,21,4,NaN,NaN
344,1,2,92,1,42,5,0,NaN,NaN,NaN,NaN
345,1,3,26,2,22,4,1,26,22,NaN,NaN
346,2,4,76,2,7,6,0,NaN,NaN,NaN,NaN
347,1,1,83,4,1,4,1,83,1,NaN,NaN
348,1,2,10,3,38,4,1,10,35,NaN,NaN
349,2,3,46,3,58,6,0,NaN,NaN,NaN,NaN
350,1,3,39,4,7,5,0,NaN,NaN,NaN,NaN
351,2,4,32,4,43,7,1,80,48,NaN,NaN
352,2,3,12,1,31,7,1,56,56,NaN,NaN
353,1,3,12,3,4,5,0,NaN,NaN,NaN,NaN
354,1,1,21,1,31,5,0,NaN,NaN,NaN,NaN
355,1,3,46,1,44,4,1,46,44,NaN,NaN
356,1,2,2,2,7,4,1,29,65,NaN,NaN
357,1,4,32,2,27,5,0,NaN,NaN,NaN,NaN
358,1,1,62,3,58,4,1,62,58,NaN,NaN
359,2,2,92,3,29,6,1,92,54,NaN,NaN
360,2,1,23,4,7,6,1,23,7,NaN,NaN
361,2,1,83,2,22,7,0,NaN,NaN,NaN,NaN
362,1,2,16,4,43,5,0,NaN,NaN,NaN,NaN
363,2,3,39,2,48,6,1,18,50,NaN,NaN
364,2,3,26,4,1,7,0,NaN,NaN,NaN,NaN
365,2,2,10,1,65,7,0,NaN,NaN,NaN,NaN
366,2,4,90,1,42,6,1,91,39,NaN,NaN
367,2,4,9,3,38,7,0,NaN,NaN,NaN,NaN
368,1,4,76,4,12,4,1,8,12,NaN,NaN
369,2,2,71,2,10,6,1,27,10,NaN,NaN
370,2,1,82,1,48,7,0,NaN,NaN,NaN,NaN
371,1,1,48,4,3,5,1,48,45,NaN,NaN
372,1,2,1,1,35,4,0,NaN,NaN,NaN,NaN
373,2,2,45,4,2,7,0,NaN,NaN,NaN,NaN
374,2,1,58,3,40,6,1,79,18,NaN,NaN
375,1,4,41,3,45,4,0,NaN,NaN,NaN,NaN
376,2,4,92,2,23,7,0,NaN,NaN,NaN,NaN
377,1,1,20,2,31,4,0,NaN,NaN,NaN,NaN
378,1,3,42,4,31,4,0,NaN,NaN,NaN,NaN
379,2,4,67,4,52,6,1,25,24,NaN,NaN
380,2,3,28,1,10,6,1,63,10,NaN,NaN
381,1,2,20,3,35,5,1,20,55,NaN,NaN
382,1,4,20,1,20,5,1,20,20,NaN,NaN
383,1,3,70,2,62,5,1,70,62,NaN,NaN
384,2,3,83,3,22,7,0,NaN,NaN,NaN,NaN
385,1,4,92,3,22,5,0,NaN,NaN,NaN,NaN
386,2,1,23,3,29,4,1,23,29,NaN,NaN
387,1,3,28,2,10,6,1,51,55,NaN,NaN
388,1,3,83,4,2,5,0,NaN,NaN,NaN,NaN
389,1,4,67,1,10,6,1,40,33,NaN,NaN
390,2,2,92,2,48,4,1,92,48,NaN,NaN
391,1,2,45,1,48,5,0,NaN,NaN,NaN,NaN
392,1,1,82,2,23,5,0,NaN,NaN,NaN,NaN
393,2,4,9,2,22,7,0,NaN,NaN,NaN,NaN
394,2,3,39,1,42,4,1,39,26,NaN,NaN
395,1,2,71,3,40,6,1,49,2,NaN,NaN
396,2,2,10,4,1,7,0,NaN,NaN,NaN,NaN
397,2,4,90,4,7,4,1,90,7,NaN,NaN
398,2,3,26,3,38,7,0,NaN,NaN,NaN,NaN
399,2,1,83,1,65,7,0,NaN,NaN,NaN,NaN
400,1,1,58,4,52,6,1,80,52,NaN,NaN
401,1,2,1,4,31,6,0,NaN,NaN,NaN,NaN
402,1,1,20,1,35,6,0,NaN,NaN,NaN,NaN
403,1,4,41,2,31,6,0,NaN,NaN,NaN,NaN
404,2,4,32,3,4,7,0,NaN,NaN,NaN,NaN
405,1,1,48,3,35,5,1,48,35,NaN,NaN
406,2,1,21,2,27,7,0,NaN,NaN,NaN,NaN
407,2,2,16,1,31,7,0,NaN,NaN,NaN,NaN
408,2,4,76,1,44,4,1,21,20,NaN,NaN
409,1,3,70,1,20,5,1,56,20,NaN,NaN
410,1,4,20,4,3,5,1,19,14,NaN,NaN
411,1,2,20,2,62,5,1,20,15,NaN,NaN
412,2,3,12,4,43,7,0,NaN,NaN,NaN,NaN
413,2,3,46,2,7,4,1,36,7,NaN,NaN
414,1,3,42,3,45,6,0,NaN,NaN,NaN,NaN
415,2,1,62,4,12,4,1,62,51,NaN,NaN
416,2,2,2,3,58,4,1,2,58,NaN,NaN
417,1,4,32,1,31,5,1,32,31,NaN,NaN
418,2,4,41,4,31,7,1,41,40,NaN,NaN
419,1,1,62,2,7,6,0,NaN,NaN,NaN,NaN
420,1,1,21,4,43,5,1,21,43,NaN,NaN
421,2,1,20,3,45,7,1,27,46,NaN,NaN
422,2,3,42,1,35,7,1,42,16,NaN,NaN
423,1,2,16,3,4,5,1,87,64,NaN,NaN
424,2,4,20,2,62,4,0,NaN,NaN,NaN,NaN
425,1,3,12,2,27,5,1,84,27,NaN,NaN
426,2,3,70,3,35,4,0,NaN,NaN,NaN,NaN
427,1,3,46,4,12,6,0,NaN,NaN,NaN,NaN
428,2,2,20,4,3,4,0,NaN,NaN,NaN,NaN
429,2,1,48,1,20,4,0,NaN,NaN,NaN,NaN
430,1,2,2,1,44,6,0,NaN,NaN,NaN,NaN
431,1,4,76,3,58,6,0,NaN,NaN,NaN,NaN
432,2,2,1,2,31,7,1,86,31,NaN,NaN
433,1,4,90,2,48,5,0,NaN,NaN,NaN,NaN
434,2,4,92,1,48,7,1,39,48,NaN,NaN
435,1,4,9,4,1,6,1,9,5,NaN,NaN
436,2,3,28,4,52,4,0,NaN,NaN,NaN,NaN
437,1,3,39,3,29,5,0,NaN,NaN,NaN,NaN
438,2,2,45,3,22,7,1,9,22,NaN,NaN
439,1,1,23,1,42,5,0,NaN,NaN,NaN,NaN
440,2,4,67,3,40,4,0,NaN,NaN,NaN,NaN
441,1,3,26,1,65,6,1,86,46,NaN,NaN
442,1,2,92,4,7,5,0,NaN,NaN,NaN,NaN
443,2,2,71,1,10,4,0,NaN,NaN,NaN,NaN
444,1,1,83,3,38,6,1,89,57,NaN,NaN
445,2,1,58,2,10,4,0,NaN,NaN,NaN,NaN
446,2,3,83,2,23,7,1,83,23,NaN,NaN
447,2,1,82,4,2,7,1,82,57,NaN,NaN
448,1,2,10,2,22,6,1,10,22,NaN,NaN
449,2,3,83,1,48,6,0,NaN,NaN,NaN,NaN
450,2,2,45,2,23,6,0,NaN,NaN,NaN,NaN
451,2,1,82,3,22,6,0,NaN,NaN,NaN,NaN
452,1,3,70,4,3,7,1,76,3,NaN,NaN
453,2,4,67,2,10,5,1,67,21,NaN,NaN
454,2,2,71,4,52,5,1,71,19,NaN,NaN
455,1,2,1,3,45,4,0,NaN,NaN,NaN,NaN
456,1,1,20,4,31,4,0,NaN,NaN,NaN,NaN
457,2,1,58,1,10,5,1,58,10,NaN,NaN
458,1,3,42,2,31,4,0,NaN,NaN,NaN,NaN
459,2,4,92,4,2,6,0,NaN,NaN,NaN,NaN
460,1,1,48,2,62,7,1,27,62,NaN,NaN
461,1,4,20,3,35,7,1,20,35,NaN,NaN
